Experiment	Z spectroscopy	
Saved Date	24.08.2024 21:22:54	
User		
Date		
X (m)	355.981E-9	
Y (m)	-268.078E-9	
Z (m)	-70.1566E-9	
Z offset (m)	1E-9	
Z sweep distance (m)	1E-9	
Settling time (s)	50E-3	
Integration time (s)	700E-3	
Final Z (m)	N/A	
Start time	24.08.2024 21:17:52	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Current (A)	Bias (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	LI Demod 1 X (A)	LI Demod 1 Y (A)
932.49997E-12	2.6863639E-12	600.00002E-3	3.9366265E-3	102.75626E-12	-536.15838E-3	320.08888E-6	-2.3814514E-12	4.8634273E-15
929.99997E-12	2.6824409E-12	600.00002E-3	-1.1439844E-3	103.04031E-12	-558.08109E-3	275.79890E-6	-2.3507431E-12	6.8459147E-15
927.49997E-12	2.6757830E-12	600.00002E-3	216.59401E-6	102.94513E-12	-558.98178E-3	293.02493E-6	-2.3831616E-12	11.234927E-15
924.99997E-12	2.6730302E-12	600.00002E-3	3.7652839E-3	103.03333E-12	-569.52345E-3	279.39942E-6	-2.3457531E-12	5.1757410E-15
922.49997E-12	2.6635601E-12	600.00002E-3	-5.1956191E-3	102.86230E-12	-578.84705E-3	293.55451E-6	-2.3471511E-12	-12.931079E-15
919.99997E-12	2.6656123E-12	600.00002E-3	4.7317282E-3	103.07775E-12	-547.54364E-3	276.09267E-6	-2.3584164E-12	17.006719E-15
917.49996E-12	2.6563372E-12	600.00002E-3	1.8065647E-3	102.92046E-12	-529.42586E-3	301.43943E-6	-2.3650543E-12	37.037339E-15
914.99996E-12	2.6524403E-12	600.00002E-3	-2.3739454E-3	103.22241E-12	-574.37462E-3	267.82876E-6	-2.3565516E-12	23.520657E-15
912.49996E-12	2.6504014E-12	600.00002E-3	2.0247540E-3	102.73197E-12	-565.78630E-3	323.07496E-6	-2.3456289E-12	19.684377E-15
909.99996E-12	2.6392501E-12	600.00002E-3	2.9752513E-3	103.30096E-12	-564.10283E-3	266.84333E-6	-2.3532825E-12	-457.32680E-18
907.49996E-12	2.6309545E-12	600.00002E-3	-2.5329967E-3	103.37615E-12	-581.33268E-3	248.48158E-6	-2.3774832E-12	12.843494E-15
904.99996E-12	2.6277795E-12	600.00002E-3	5.7497337E-3	103.34961E-12	-530.68143E-3	250.83215E-6	-2.3587536E-12	2.0461197E-15
902.49996E-12	2.6298148E-12	600.00002E-3	-7.8166444E-3	103.14970E-12	-588.40406E-3	272.53799E-6	-2.3835135E-12	5.7411872E-15
899.99996E-12	2.6241758E-12	600.00002E-3	4.2086118E-3	102.99366E-12	-553.83807E-3	292.35016E-6	-2.3649188E-12	21.483969E-15
897.49996E-12	2.6208757E-12	600.00002E-3	793.62385E-6	102.95818E-12	-579.19282E-3	297.66286E-6	-2.3642705E-12	18.598806E-15
894.99996E-12	2.6160263E-12	600.00002E-3	155.16975E-6	102.95229E-12	-557.28972E-3	282.98722E-6	-2.3661435E-12	7.0677441E-15
892.49996E-12	2.6100480E-12	600.00002E-3	18.653716E-6	102.95129E-12	-572.14981E-3	305.86286E-6	-2.3471628E-12	6.4688940E-15
889.99996E-12	2.6029727E-12	600.00002E-3	1.9079957E-3	102.95258E-12	-568.25632E-3	297.41533E-6	-2.3522501E-12	38.917745E-15
887.49996E-12	2.5963817E-12	600.00002E-3	-4.1282200E-3	103.17114E-12	-578.41194E-3	267.10654E-6	-2.3749264E-12	27.683229E-15
884.99996E-12	2.5995718E-12	600.00002E-3	-4.0874318E-3	103.22077E-12	-584.22881E-3	262.09711E-6	-2.3575464E-12	-1.6074238E-15
882.49996E-12	2.5933151E-12	600.00002E-3	6.2402743E-3	103.15496E-12	-510.97584E-3	271.15521E-6	-2.3715036E-12	-11.566902E-15
879.99996E-12	2.5916049E-12	600.00002E-3	-5.5310796E-3	103.35346E-12	-581.35879E-3	257.53546E-6	-2.3749130E-12	15.052706E-15
877.49996E-12	2.5930876E-12	600.00002E-3	4.9105105E-3	103.02709E-12	-521.85738E-3	283.80667E-6	-2.3661622E-12	28.981541E-15
874.99996E-12	2.5827454E-12	600.00002E-3	2.0986036E-3	103.27163E-12	-550.67235E-3	268.13484E-6	-2.3677969E-12	-4.7765259E-15
872.49996E-12	2.5845498E-12	600.00002E-3	20.508771E-6	102.97790E-12	-541.09871E-3	303.17481E-6	-2.3532816E-12	24.268041E-15
869.99996E-12	2.5735436E-12	600.00002E-3	2.1412903E-3	102.97550E-12	-538.28901E-3	276.23700E-6	-2.3443044E-12	14.660899E-15
867.49996E-12	2.5750845E-12	600.00002E-3	1.1362468E-3	102.95350E-12	-566.68055E-3	283.02136E-6	-2.3522592E-12	24.522431E-15
864.99996E-12	2.5710439E-12	600.00002E-3	-2.1480166E-3	103.07738E-12	-552.88607E-3	280.94999E-6	-2.3572195E-12	27.661236E-15
862.49996E-12	2.5689433E-12	600.00002E-3	-1.1490030E-3	103.15403E-12	-562.06822E-3	284.93986E-6	-2.3614825E-12	19.798104E-15
859.99996E-12	2.5621465E-12	600.00002E-3	44.331511E-6	102.76362E-12	-568.83377E-3	315.35642E-6	-2.3531049E-12	19.535211E-15
857.49996E-12	2.5667888E-12	600.00002E-3	1.2064244E-3	103.09182E-12	-567.16478E-3	278.35608E-6	-2.3632626E-12	10.381370E-15
854.99996E-12	2.5629852E-12	600.00002E-3	-851.24653E-6	103.01859E-12	-563.34072E-3	278.67773E-6	-2.3497035E-12	924.29421E-18
852.49996E-12	2.5590233E-12	600.00002E-3	-673.60664E-6	103.15745E-12	-551.44054E-3	275.11883E-6	-2.3490107E-12	15.828266E-15
849.99996E-12	2.5537677E-12	600.00002E-3	-4.5417319E-3	103.24561E-12	-575.32537E-3	266.81420E-6	-2.3633586E-12	11.661429E-15
847.49996E-12	2.5538081E-12	600.00002E-3	1.3710739E-3	103.05642E-12	-563.60817E-3	275.10463E-6	-2.3616064E-12	26.821839E-15
844.99996E-12	2.5483066E-12	600.00002E-3	1.4376196E-3	103.25420E-12	-551.96655E-3	263.42072E-6	-2.3426669E-12	26.184538E-15
842.49996E-12	2.5481878E-12	600.00002E-3	4.6524992E-3	102.95399E-12	-547.94854E-3	294.14883E-6	-2.3478585E-12	22.009223E-15
839.99996E-12	2.5444050E-12	600.00002E-3	-1.8949863E-3	103.14680E-12	-572.02208E-3	281.96722E-6	-2.3507578E-12	-6.2217861E-15
837.49996E-12	2.5413129E-12	600.00002E-3	2.1443977E-3	102.86192E-12	-592.11338E-3	286.05876E-6	-2.3730015E-12	34.876036E-15
834.99996E-12	2.5400918E-12	600.00002E-3	3.8253372E-3	103.19893E-12	-542.45657E-3	275.51685E-6	-2.3573929E-12	21.652940E-15
832.49996E-12	2.5417563E-12	600.00002E-3	-92.262664E-6	103.01193E-12	-559.31699E-3	289.60875E-6	-2.3627027E-12	-6.9255421E-15
829.99996E-12	2.5307447E-12	600.00002E-3	1.7281336E-3	103.35112E-12	-552.69015E-3	266.77444E-6	-2.3667927E-12	21.893044E-15
827.49996E-12	2.5316210E-12	600.00002E-3	46.411071E-6	102.98232E-12	-552.65653E-3	297.65742E-6	-2.3713139E-12	20.260562E-15
824.99996E-12	2.5309366E-12	600.00002E-3	1.7098315E-3	103.07540E-12	-543.66821E-3	293.27377E-6	-2.3697461E-12	18.075019E-15
822.49996E-12	2.5287123E-12	600.00002E-3	-2.2360785E-3	102.84255E-12	-576.87140E-3	312.73250E-6	-2.3650472E-12	28.854763E-15
819.99996E-12	2.5230306E-12	600.00002E-3	4.5648818E-3	102.90786E-12	-546.50974E-3	292.08331E-6	-2.3762528E-12	8.8893160E-15
817.49996E-12	2.5190108E-12	600.00002E-3	-1.6249530E-3	102.91157E-12	-561.46634E-3	292.92752E-6	-2.3559958E-12	10.576834E-15
814.99996E-12	2.5132821E-12	600.00002E-3	288.73453E-6	103.03319E-12	-590.18278E-3	281.52872E-6	-2.3520337E-12	26.272480E-15
812.49996E-12	2.5171191E-12	600.00002E-3	963.85810E-6	103.04578E-12	-582.59040E-3	300.35953E-6	-2.3429325E-12	14.430944E-15
809.99996E-12	2.5151305E-12	600.00002E-3	-2.8461986E-3	103.05547E-12	-580.01065E-3	294.36674E-6	-2.3459427E-12	32.261090E-15
807.49996E-12	2.5117681E-12	600.00002E-3	5.2999943E-3	103.03523E-12	-534.67113E-3	287.01435E-6	-2.3438890E-12	22.718132E-15
804.99996E-12	2.5055845E-12	600.00002E-3	-938.39044E-6	103.27557E-12	-578.09556E-3	279.17206E-6	-2.3656650E-12	4.5378613E-15
802.49996E-12	2.5077410E-12	600.00002E-3	-2.0987140E-3	103.07499E-12	-577.94040E-3	280.78747E-6	-2.3541700E-12	18.630983E-15
799.99996E-12	2.5014411E-12	600.00002E-3	1.5313597E-3	103.06456E-12	-580.04564E-3	277.11151E-6	-2.3572446E-12	2.7371241E-15
797.49995E-12	2.4967116E-12	600.00002E-3	-175.10209E-6	102.90001E-12	-568.60590E-3	297.82360E-6	-2.3455697E-12	11.951902E-15
794.99995E-12	2.4952477E-12	600.00002E-3	-571.48287E-6	103.03465E-12	-606.72176E-3	282.29115E-6	-2.3628269E-12	18.451712E-15
792.49995E-12	2.4944575E-12	600.00002E-3	2.2175401E-3	103.21904E-12	-590.64579E-3	277.58596E-6	-2.3542667E-12	24.516229E-15
789.99995E-12	2.4961593E-12	600.00002E-3	-3.2267931E-3	103.20197E-12	-588.71198E-3	263.96086E-6	-2.3710782E-12	14.894961E-15
787.49995E-12	2.4945916E-12	600.00002E-3	-6.3146492E-3	103.10778E-12	-609.77221E-3	267.39296E-6	-2.3342903E-12	5.9997732E-15
784.99995E-12	2.4952030E-12	600.00002E-3	722.64485E-6	102.92563E-12	-589.19364E-3	305.78303E-6	-2.3663174E-12	23.195381E-15
782.49995E-12	2.4929674E-12	600.00002E-3	-657.11234E-6	103.01776E-12	-566.86890E-3	279.31816E-6	-2.3474050E-12	14.001809E-15
779.99995E-12	2.4838981E-12	600.00002E-3	4.2380923E-3	103.13650E-12	-563.70354E-3	287.16191E-6	-2.3760631E-12	15.973112E-15
777.49995E-12	2.4845221E-12	600.00002E-3	-895.42422E-6	103.15151E-12	-556.59449E-3	283.41729E-6	-2.3458464E-12	11.609244E-15
774.99995E-12	2.4853156E-12	600.00002E-3	-2.4221379E-3	103.03153E-12	-572.46655E-3	291.47789E-6	-2.3843573E-12	11.652373E-15
772.49995E-12	2.4793511E-12	600.00002E-3	1.3999839E-3	103.20613E-12	-572.61395E-3	272.04558E-6	-2.3728456E-12	4.7821629E-15
769.99995E-12	2.4724923E-12	600.00002E-3	-3.0368231E-3	103.24337E-12	-600.97575E-3	252.35151E-6	-2.3725952E-12	9.3280012E-15
767.49995E-12	2.4709657E-12	600.00002E-3	1.2102076E-3	103.22526E-12	-590.50369E-3	257.94850E-6	-2.3630069E-12	14.512851E-15
764.99995E-12	2.4763210E-12	600.00002E-3	3.0385142E-3	102.99823E-12	-579.15813E-3	296.37257E-6	-2.3472170E-12	39.819934E-15
762.49995E-12	2.4765526E-12	600.00002E-3	4.1811783E-3	102.98518E-12	-569.89956E-3	284.67807E-6	-2.3676601E-12	16.875976E-15
759.99995E-12	2.4751724E-12	600.00002E-3	-5.9972350E-3	102.96995E-12	-598.67334E-3	306.53243E-6	-2.3576514E-12	23.038827E-15
757.49995E-12	2.4672241E-12	600.00002E-3	-528.19966E-6	103.06479E-12	-598.01924E-3	297.59455E-6	-2.3446254E-12	12.412915E-15
754.99995E-12	2.4707424E-12	600.00002E-3	2.9997879E-3	102.95879E-12	-587.45456E-3	299.35921E-6	-2.3672199E-12	20.402449E-15
752.49995E-12	2.4679132E-12	600.00002E-3	-262.41061E-6	103.27633E-12	-574.43804E-3	272.99538E-6	-2.3449086E-12	2.1882959E-15
749.99995E-12	2.4639657E-12	600.00002E-3	-3.0147741E-3	102.86332E-12	-590.32965E-3	311.22318E-6	-2.3562376E-12	25.504687E-15
747.49995E-12	2.4602406E-12	600.00002E-3	473.03789E-6	103.13271E-12	-576.33024E-3	280.55324E-6	-2.3812519E-12	-22.325025E-15
744.99995E-12	2.4612484E-12	600.00002E-3	-2.6099754E-3	103.09661E-12	-598.24401E-3	267.59953E-6	-2.3699439E-12	-7.7970662E-15
742.49995E-12	2.4590141E-12	600.00002E-3	-612.60734E-6	102.80902E-12	-592.61811E-3	313.79968E-6	-2.3429216E-12	14.458288E-15
739.99995E-12	2.4570927E-12	600.00002E-3	2.8686358E-3	103.04191E-12	-584.18757E-3	298.50056E-6	-2.3651140E-12	9.3370653E-15
737.49995E-12	2.4531323E-12	600.00002E-3	-2.2071197E-3	102.94732E-12	-576.30336E-3	299.45673E-6	-2.3635649E-12	6.0169773E-15
734.99995E-12	2.4500001E-12	600.00002E-3	202.88349E-6	103.15834E-12	-599.05064E-3	271.62686E-6	-2.3582332E-12	23.632307E-15
732.49995E-12	2.4489564E-12	600.00002E-3	-2.1825042E-3	103.07010E-12	-587.18222E-3	283.03012E-6	-2.3607696E-12	21.595513E-15
729.99995E-12	2.4507724E-12	600.00002E-3	2.1142196E-3	103.21553E-12	-588.40573E-3	267.83519E-6	-2.3557456E-12	11.749520E-15
727.49995E-12	2.4462082E-12	600.00002E-3	-7.7195629E-3	102.77905E-12	-619.04633E-3	312.63675E-6	-2.3422317E-12	5.5576161E-15
724.99995E-12	2.4457185E-12	600.00002E-3	1.1936738E-3	103.06086E-12	-590.21974E-3	280.34265E-6	-2.3528161E-12	17.447076E-15
722.49995E-12	2.4495677E-12	600.00002E-3	7.1233264E-3	103.11230E-12	-551.59932E-3	287.57370E-6	-2.3503675E-12	25.298911E-15
719.99995E-12	2.4422304E-12	600.00002E-3	-4.9756709E-3	103.00310E-12	-580.21837E-3	299.05236E-6	-2.3639092E-12	1.2019102E-15
717.49995E-12	2.4403131E-12	600.00002E-3	-1.1534800E-3	102.75039E-12	-574.55945E-3	320.95218E-6	-2.3608838E-12	23.312722E-15
714.99995E-12	2.4409170E-12	600.00002E-3	440.28758E-6	103.02727E-12	-610.44753E-3	293.27400E-6	-2.3611523E-12	6.6190178E-15
712.49995E-12	2.4377295E-12	600.00002E-3	2.0299160E-3	102.92128E-12	-606.08059E-3	301.61755E-6	-2.3724475E-12	20.904809E-15
709.99995E-12	2.4367442E-12	600.00002E-3	-624.26669E-6	102.82955E-12	-593.84710E-3	298.12151E-6	-2.3706453E-12	10.767405E-15
707.49995E-12	2.4362780E-12	600.00002E-3	4.9221329E-3	102.83768E-12	-564.72433E-3	307.57100E-6	-2.3723285E-12	17.233410E-15
704.99995E-12	2.4424063E-12	600.00002E-3	1.1281656E-3	103.36773E-12	-597.69839E-3	263.66193E-6	-2.3415738E-12	5.5387861E-15
702.49995E-12	2.4376991E-12	600.00002E-3	4.4253105E-3	102.96216E-12	-593.66107E-3	289.28948E-6	-2.3618585E-12	59.881596E-18
699.99995E-12	2.4336401E-12	600.00002E-3	1.2703820E-3	103.02392E-12	-582.56370E-3	297.49461E-6	-2.3661760E-12	20.063537E-15
697.49995E-12	2.4346215E-12	600.00002E-3	-207.33738E-6	102.87163E-12	-615.28826E-3	304.11166E-6	-2.3576056E-12	14.042769E-15
694.99995E-12	2.4322152E-12	600.00002E-3	237.58553E-6	102.98618E-12	-603.01477E-3	305.70835E-6	-2.3667086E-12	11.551978E-15
692.49995E-12	2.4226673E-12	600.00002E-3	3.0196167E-3	103.19440E-12	-606.31543E-3	280.12626E-6	-2.3741553E-12	34.934824E-15
689.99995E-12	2.4327361E-12	600.00002E-3	4.5227422E-3	102.90029E-12	-578.97830E-3	306.00722E-6	-2.3509044E-12	9.0716000E-15
687.49995E-12	2.4311152E-12	600.00002E-3	-921.17669E-6	103.29165E-12	-595.87306E-3	264.35853E-6	-2.3553674E-12	19.266183E-15
684.99995E-12	2.4300536E-12	600.00002E-3	-2.0498321E-3	103.25632E-12	-626.90550E-3	267.21501E-6	-2.3576471E-12	19.492059E-15
682.49995E-12	2.4236370E-12	600.00002E-3	247.38748E-6	102.73260E-12	-600.88575E-3	318.27373E-6	-2.3406015E-12	14.422649E-15
679.99995E-12	2.4248075E-12	600.00002E-3	1.5334790E-3	103.32496E-12	-597.01854E-3	268.17116E-6	-2.3677811E-12	33.960560E-15
677.49995E-12	2.4264321E-12	600.00002E-3	932.98929E-6	103.12732E-12	-601.64809E-3	275.51048E-6	-2.3510866E-12	14.031412E-15
674.99994E-12	2.4248136E-12	600.00002E-3	4.8110308E-3	103.02734E-12	-577.48270E-3	279.80097E-6	-2.3585853E-12	31.094678E-15
672.49994E-12	2.4220671E-12	600.00002E-3	6.1943540E-3	103.15571E-12	-576.86174E-3	281.24297E-6	-2.3573238E-12	8.4436742E-15
669.99994E-12	2.4239165E-12	600.00002E-3	-4.2808219E-3	103.02430E-12	-618.73835E-3	305.98475E-6	-2.3616265E-12	16.833109E-15
667.49994E-12	2.4259180E-12	600.00002E-3	6.8741180E-3	103.05731E-12	-581.08902E-3	280.61046E-6	-2.3419498E-12	17.832763E-15
664.99994E-12	2.4188271E-12	600.00002E-3	4.8463768E-3	103.04604E-12	-586.81530E-3	298.33862E-6	-2.3525487E-12	9.9735046E-15
662.49994E-12	2.4229893E-12	600.00002E-3	327.65203E-6	103.02256E-12	-594.54441E-3	298.30815E-6	-2.3555543E-12	-12.758667E-15
659.99994E-12	2.4174998E-12	600.00002E-3	554.09229E-6	102.90453E-12	-587.69226E-3	305.99430E-6	-2.3785262E-12	5.4220866E-15
657.49994E-12	2.4140789E-12	600.00002E-3	-769.37000E-6	102.76546E-12	-588.40781E-3	326.24602E-6	-2.3777967E-12	4.8169379E-15
654.99994E-12	2.4095110E-12	600.00002E-3	-3.9644828E-3	103.35154E-12	-625.60356E-3	266.04763E-6	-2.3464605E-12	18.569647E-15
652.49994E-12	2.4111637E-12	600.00002E-3	1.9813860E-3	103.05716E-12	-594.61141E-3	279.71563E-6	-2.3470017E-12	15.761664E-15
649.99994E-12	2.4130810E-12	600.00002E-3	2.1008279E-3	102.95252E-12	-605.57544E-3	290.09237E-6	-2.3604408E-12	40.764169E-15
647.49994E-12	2.4079816E-12	600.00002E-3	-4.9209776E-3	103.12493E-12	-624.77034E-3	285.12810E-6	-2.3828892E-12	17.069747E-15
644.99994E-12	2.4112049E-12	600.00002E-3	-2.8690354E-3	102.71049E-12	-601.93974E-3	320.61158E-6	-2.3674667E-12	34.078334E-15
642.49994E-12	2.4062406E-12	600.00002E-3	6.4473446E-3	102.99551E-12	-589.81359E-3	281.94537E-6	-2.3895070E-12	18.675992E-15
639.99994E-12	2.4135188E-12	600.00002E-3	2.0974362E-3	102.69114E-12	-595.23511E-3	318.29940E-6	-2.3625186E-12	22.362947E-15
637.49994E-12	2.4091716E-12	600.00002E-3	-4.9500382E-3	102.95415E-12	-624.19432E-3	290.57052E-6	-2.3730310E-12	22.344185E-15
634.99994E-12	2.4064505E-12	600.00002E-3	-2.3087787E-3	102.94175E-12	-624.23182E-3	287.71374E-6	-2.3712456E-12	-474.52999E-18
632.49994E-12	2.4014402E-12	600.00002E-3	1.3255589E-3	103.19039E-12	-622.08730E-3	263.21714E-6	-2.3724093E-12	35.499229E-15
629.99994E-12	2.4015512E-12	600.00002E-3	-1.4507639E-3	102.90720E-12	-620.58502E-3	292.04428E-6	-2.3388342E-12	31.736078E-15
627.49994E-12	2.4065520E-12	600.00002E-3	-667.33401E-6	102.91337E-12	-606.84443E-3	287.76703E-6	-2.3645673E-12	5.0258226E-15
624.99994E-12	2.4043786E-12	600.00002E-3	-467.76779E-6	103.08086E-12	-625.10669E-3	299.61226E-6	-2.3464705E-12	12.789512E-15
622.49994E-12	2.3992100E-12	600.00002E-3	-864.82352E-6	102.69796E-12	-635.40024E-3	322.91751E-6	-2.3681168E-12	21.130587E-15
619.99994E-12	2.3973720E-12	600.00002E-3	227.24469E-6	103.06835E-12	-624.54951E-3	271.26819E-6	-2.3701418E-12	19.126648E-15
617.49994E-12	2.4035238E-12	600.00002E-3	15.510946E-6	102.99238E-12	-635.28711E-3	289.63917E-6	-2.3670712E-12	17.935384E-15
614.99994E-12	2.3910450E-12	600.00002E-3	2.5625809E-3	102.72729E-12	-599.10554E-3	320.39778E-6	-2.3590262E-12	10.813260E-15
612.49994E-12	2.3943629E-12	600.00002E-3	5.0915298E-3	102.96408E-12	-610.50814E-3	296.87889E-6	-2.3819252E-12	23.101013E-15
609.99994E-12	2.3959985E-12	600.00002E-3	-1.4079575E-3	103.38110E-12	-634.16785E-3	269.15414E-6	-2.3683601E-12	22.323599E-15
607.49994E-12	2.3957171E-12	600.00002E-3	-3.0536600E-3	102.81421E-12	-626.66190E-3	305.41851E-6	-2.3668155E-12	2.3423351E-15
604.99994E-12	2.3953812E-12	600.00002E-3	-140.58760E-6	102.92229E-12	-627.73937E-3	304.27254E-6	-2.3779004E-12	18.653173E-15
602.49994E-12	2.3967067E-12	600.00002E-3	-362.70000E-6	102.86116E-12	-617.28299E-3	314.91369E-6	-2.3678115E-12	27.761114E-15
599.99994E-12	2.3960326E-12	600.00002E-3	-2.5264358E-3	103.03246E-12	-645.96725E-3	291.29718E-6	-2.3485547E-12	33.354799E-15
597.49994E-12	2.3912552E-12	600.00002E-3	-1.9993763E-3	103.12220E-12	-618.43514E-3	275.69372E-6	-2.3539449E-12	10.518438E-15
594.99994E-12	2.3942701E-12	600.00002E-3	2.7061682E-3	102.81922E-12	-609.51775E-3	307.23473E-6	-2.3604577E-12	-8.4046929E-15
592.49994E-12	2.3936356E-12	600.00002E-3	-5.5930624E-3	103.08499E-12	-648.38040E-3	284.67632E-6	-2.3702624E-12	29.484414E-15
589.99994E-12	2.3912972E-12	600.00002E-3	294.21912E-6	102.99210E-12	-645.75619E-3	303.87362E-6	-2.3737728E-12	24.774702E-15
587.49994E-12	2.3885991E-12	600.00002E-3	-4.3492503E-3	103.12204E-12	-674.95984E-3	285.98186E-6	-2.3584979E-12	32.964889E-15
584.99994E-12	2.3860640E-12	600.00002E-3	790.29781E-6	102.86937E-12	-633.88598E-3	307.41020E-6	-2.3569950E-12	16.224127E-15
582.49994E-12	2.3860091E-12	600.00002E-3	-726.48865E-6	102.82829E-12	-660.19768E-3	311.80031E-6	-2.3539992E-12	6.7415335E-15
579.99994E-12	2.3803795E-12	600.00002E-3	6.7103263E-3	102.89162E-12	-603.11204E-3	307.97452E-6	-2.3492673E-12	14.660046E-15
577.49994E-12	2.3839240E-12	600.00002E-3	-6.4349542E-3	102.97445E-12	-669.84445E-3	297.01664E-6	-2.3626470E-12	22.786769E-15
574.99994E-12	2.3887650E-12	600.00002E-3	2.9918037E-3	103.12554E-12	-656.87573E-3	280.12172E-6	-2.3556630E-12	22.873171E-15
572.49994E-12	2.3861995E-12	600.00002E-3	-1.4242453E-3	103.16140E-12	-633.61317E-3	283.34881E-6	-2.3484194E-12	18.663761E-15
