Experiment	Z spectroscopy	
Saved Date	24.08.2024 21:06:21	
User		
Date		
X (m)	356.028E-9	
Y (m)	-268.336E-9	
Z (m)	-70.1729E-9	
Z offset (m)	1E-9	
Z sweep distance (m)	1E-9	
Settling time (s)	50E-3	
Integration time (s)	700E-3	
Final Z (m)	N/A	
Start time	24.08.2024 21:01:19	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Current (A)	Bias (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	LI Demod 1 X (A)	LI Demod 1 Y (A)
937.49997E-12	2.8562992E-12	600.00002E-3	-2.7924739E-3	103.06588E-12	-561.53512E-3	289.93053E-6	-2.3552241E-12	21.877148E-15
934.99997E-12	2.8522007E-12	600.00002E-3	-3.1501176E-3	103.10484E-12	-601.98671E-3	288.49940E-6	-2.3554164E-12	29.677659E-15
932.49997E-12	2.8454830E-12	600.00002E-3	4.1464702E-3	102.98349E-12	-535.60263E-3	285.40296E-6	-2.3444378E-12	18.049393E-15
929.99997E-12	2.8388353E-12	600.00002E-3	-677.20487E-6	102.79122E-12	-531.05760E-3	310.94532E-6	-2.3761427E-12	1.8713293E-15
927.49997E-12	2.8358986E-12	600.00002E-3	-2.8366055E-3	103.14351E-12	-570.58328E-3	273.69295E-6	-2.3644715E-12	-5.1442801E-15
924.99997E-12	2.8243482E-12	600.00002E-3	3.1675368E-3	103.18074E-12	-549.63940E-3	276.97717E-6	-2.3777150E-12	2.9416654E-15
922.49997E-12	2.8185102E-12	600.00002E-3	1.4668854E-3	103.04047E-12	-542.48476E-3	286.67098E-6	-2.3666340E-12	20.969371E-15
919.99997E-12	2.8158259E-12	600.00002E-3	-3.8960748E-3	103.02587E-12	-565.99927E-3	294.11365E-6	-2.3671217E-12	5.9959773E-15
917.49996E-12	2.8116032E-12	600.00002E-3	3.3565653E-3	102.70054E-12	-524.21373E-3	315.50264E-6	-2.3473439E-12	39.818511E-15
914.99996E-12	2.8075535E-12	600.00002E-3	-6.0571716E-3	103.00371E-12	-580.76710E-3	288.43957E-6	-2.3701249E-12	16.402993E-15
912.49996E-12	2.7984876E-12	600.00002E-3	3.2111146E-3	103.09431E-12	-534.14696E-3	285.01760E-6	-2.3609292E-12	16.728150E-15
909.99996E-12	2.7926741E-12	600.00002E-3	706.80038E-6	103.00327E-12	-532.00364E-3	287.09421E-6	-2.3598450E-12	20.253096E-15
907.49996E-12	2.7794600E-12	600.00002E-3	-1.2136067E-3	103.11153E-12	-559.32319E-3	274.81237E-6	-2.3565299E-12	18.766921E-15
904.99996E-12	2.7795240E-12	600.00002E-3	4.7219521E-3	103.19769E-12	-540.60489E-3	267.69578E-6	-2.3503575E-12	-1.1084503E-15
902.49996E-12	2.7743452E-12	600.00002E-3	-4.3891198E-3	102.76471E-12	-584.49417E-3	321.33807E-6	-2.3422592E-12	28.175470E-15
899.99996E-12	2.7667183E-12	600.00002E-3	2.8401122E-3	102.84021E-12	-531.32737E-3	287.46459E-6	-2.3674237E-12	12.869520E-15
897.49996E-12	2.7656540E-12	600.00002E-3	2.5666722E-3	103.09959E-12	-558.39896E-3	283.46654E-6	-2.3649132E-12	13.646751E-15
894.99996E-12	2.7583552E-12	600.00002E-3	1.7853910E-3	103.15715E-12	-530.53534E-3	281.69408E-6	-2.3589019E-12	15.389767E-15
892.49996E-12	2.7488463E-12	600.00002E-3	-6.1728940E-3	102.95761E-12	-605.84462E-3	299.53281E-6	-2.3549749E-12	-5.7437579E-15
889.99996E-12	2.7494200E-12	600.00002E-3	-416.10061E-6	103.12600E-12	-576.95901E-3	276.16732E-6	-2.3402517E-12	24.628427E-15
887.49996E-12	2.7441432E-12	600.00002E-3	2.6493685E-3	102.70838E-12	-575.15442E-3	312.68437E-6	-2.3686912E-12	31.793720E-15
884.99996E-12	2.7364495E-12	600.00002E-3	3.0834356E-3	102.92640E-12	-557.04105E-3	289.84784E-6	-2.3666050E-12	2.9224199E-15
882.49996E-12	2.7368979E-12	600.00002E-3	-707.85580E-6	103.20983E-12	-570.26327E-3	272.45595E-6	-2.3450959E-12	41.443350E-15
879.99996E-12	2.7343878E-12	600.00002E-3	-2.2536847E-3	102.80770E-12	-585.08587E-3	312.82206E-6	-2.3488438E-12	-4.2871556E-15
877.49996E-12	2.7227892E-12	600.00002E-3	-1.5194671E-3	102.97793E-12	-578.81856E-3	288.26480E-6	-2.3532259E-12	9.6563738E-15
874.99996E-12	2.7187887E-12	600.00002E-3	1.6304530E-3	103.21095E-12	-569.18979E-3	272.88636E-6	-2.3610599E-12	15.017689E-15
872.49996E-12	2.7154602E-12	600.00002E-3	4.5602005E-3	102.88349E-12	-550.22490E-3	297.64033E-6	-2.3692153E-12	5.5774227E-15
869.99996E-12	2.7162131E-12	600.00002E-3	-475.74053E-6	102.83786E-12	-566.89084E-3	304.38995E-6	-2.3587170E-12	-805.18273E-21
867.49996E-12	2.7075490E-12	600.00002E-3	796.09803E-6	102.97946E-12	-542.48488E-3	291.28909E-6	-2.3868850E-12	-222.03265E-18
864.99996E-12	2.7091942E-12	600.00002E-3	4.6951612E-3	103.09009E-12	-559.20464E-3	287.51823E-6	-2.3565399E-12	15.117680E-15
862.49996E-12	2.7075618E-12	600.00002E-3	565.81007E-6	103.07386E-12	-554.86697E-3	311.00278E-6	-2.3588067E-12	-136.84143E-18
859.99996E-12	2.6995632E-12	600.00002E-3	2.1275436E-3	102.98019E-12	-574.92125E-3	303.33555E-6	-2.3686749E-12	2.0800065E-15
857.49996E-12	2.6967801E-12	600.00002E-3	-7.8302659E-3	103.14505E-12	-572.70783E-3	283.16394E-6	-2.3909726E-12	11.544237E-15
854.99996E-12	2.6945035E-12	600.00002E-3	2.4476587E-3	102.93484E-12	-562.63161E-3	306.20472E-6	-2.3518104E-12	17.568026E-15
852.49996E-12	2.6863819E-12	600.00002E-3	-2.5583720E-3	103.13735E-12	-590.84904E-3	275.21286E-6	-2.3660178E-12	10.166583E-15
849.99996E-12	2.6882559E-12	600.00002E-3	-1.3913990E-3	102.95391E-12	-571.80482E-3	296.76547E-6	-2.3546922E-12	29.909035E-15
847.49996E-12	2.6846247E-12	600.00002E-3	-45.537454E-6	103.00193E-12	-551.70137E-3	284.40118E-6	-2.3662871E-12	12.167334E-15
844.99996E-12	2.6811433E-12	600.00002E-3	-2.7912806E-3	103.14962E-12	-584.12695E-3	281.43532E-6	-2.3727660E-12	7.3088152E-15
842.49996E-12	2.6755954E-12	600.00002E-3	2.1520264E-3	103.16854E-12	-573.54432E-3	275.43737E-6	-2.3866822E-12	5.9291023E-15
839.99996E-12	2.6758012E-12	600.00002E-3	-1.4023865E-3	103.12128E-12	-583.25034E-3	281.12225E-6	-2.3654564E-12	14.059149E-15
837.49996E-12	2.6694695E-12	600.00002E-3	2.1363178E-3	103.01107E-12	-547.75822E-3	295.47871E-6	-2.3731676E-12	39.371907E-15
834.99996E-12	2.6631828E-12	600.00002E-3	-2.3799276E-3	103.06269E-12	-589.26994E-3	293.46184E-6	-2.3603372E-12	-655.09046E-18
832.49996E-12	2.6667427E-12	600.00002E-3	-2.5236763E-3	103.00741E-12	-591.59291E-3	289.54333E-6	-2.3740283E-12	-12.062284E-15
829.99996E-12	2.6609056E-12	600.00002E-3	-2.7039947E-3	103.07531E-12	-588.64266E-3	285.03046E-6	-2.3610838E-12	16.783316E-15
827.49996E-12	2.6542809E-12	600.00002E-3	2.7587120E-3	103.07687E-12	-554.83031E-3	292.81832E-6	-2.3451252E-12	6.6128129E-15
824.99996E-12	2.6547172E-12	600.00002E-3	2.9805142E-3	103.06795E-12	-545.98314E-3	287.98246E-6	-2.3550623E-12	2.3631283E-15
822.49996E-12	2.6507991E-12	600.00002E-3	-2.7913561E-3	102.86887E-12	-583.71776E-3	314.67117E-6	-2.3600043E-12	26.543006E-15
819.99996E-12	2.6469085E-12	600.00002E-3	1.0011167E-3	103.36131E-12	-565.63687E-3	254.02935E-6	-2.3488017E-12	29.185740E-15
817.49996E-12	2.6470722E-12	600.00002E-3	-4.6377718E-3	102.79513E-12	-562.09368E-3	313.58391E-6	-2.3508762E-12	5.3618897E-15
814.99996E-12	2.6507518E-12	600.00002E-3	-479.94207E-6	103.06925E-12	-596.98218E-3	282.04254E-6	-2.3593647E-12	18.094812E-15
812.49996E-12	2.6403307E-12	600.00002E-3	2.6923548E-3	102.98310E-12	-574.50855E-3	310.94867E-6	-2.3465043E-12	35.053283E-15
809.99996E-12	2.6377160E-12	600.00002E-3	-3.6128825E-3	103.00334E-12	-607.12570E-3	276.84556E-6	-2.3534380E-12	21.107116E-15
807.49996E-12	2.6390305E-12	600.00002E-3	6.4339959E-3	102.69068E-12	-548.79546E-3	316.97072E-6	-2.3628369E-12	18.264034E-15
804.99996E-12	2.6303900E-12	600.00002E-3	-3.0517441E-3	103.16192E-12	-590.04104E-3	289.81458E-6	-2.3409020E-12	23.441025E-15
802.49996E-12	2.6259570E-12	600.00002E-3	230.67930E-6	102.95735E-12	-565.23120E-3	298.47460E-6	-2.3788545E-12	20.882379E-15
799.99996E-12	2.6266042E-12	600.00002E-3	3.4203590E-3	102.96428E-12	-584.45388E-3	290.41010E-6	-2.3467194E-12	10.566940E-15
797.49995E-12	2.6220881E-12	600.00002E-3	2.4088763E-3	102.91634E-12	-586.30276E-3	293.41332E-6	-2.3516983E-12	15.568328E-15
794.99995E-12	2.6143846E-12	600.00002E-3	-4.3348200E-3	102.90629E-12	-595.64400E-3	298.58164E-6	-2.3390821E-12	35.948871E-15
792.49995E-12	2.6183990E-12	600.00002E-3	5.2967425E-3	103.20485E-12	-573.87608E-3	291.78555E-6	-2.3639541E-12	-3.0665305E-15
789.99995E-12	2.6212520E-12	600.00002E-3	2.4777667E-3	103.05014E-12	-582.07649E-3	290.06394E-6	-2.3641243E-12	17.082945E-15
787.49995E-12	2.6147379E-12	600.00002E-3	-2.4253966E-3	103.08516E-12	-593.22244E-3	296.76029E-6	-2.3605425E-12	29.102524E-15
784.99995E-12	2.6114065E-12	600.00002E-3	4.1497010E-3	102.86753E-12	-576.66159E-3	301.17721E-6	-2.3656127E-12	10.967261E-15
782.49995E-12	2.6132922E-12	600.00002E-3	-3.9330223E-3	103.16109E-12	-589.11759E-3	293.58431E-6	-2.3648705E-12	19.593073E-15
779.99995E-12	2.6076060E-12	600.00002E-3	-2.0771483E-3	102.83183E-12	-577.76874E-3	308.96338E-6	-2.3718623E-12	7.5985276E-15
777.49995E-12	2.6041495E-12	600.00002E-3	-201.90352E-6	102.84303E-12	-586.48932E-3	304.57033E-6	-2.3527118E-12	10.294217E-15
774.99995E-12	2.5987652E-12	600.00002E-3	2.5730694E-3	102.96341E-12	-562.60037E-3	306.48761E-6	-2.3715270E-12	4.9060097E-15
772.49995E-12	2.5953408E-12	600.00002E-3	-3.3482548E-3	102.82870E-12	-588.10443E-3	299.14681E-6	-2.3457558E-12	11.647708E-15
769.99995E-12	2.5982628E-12	600.00002E-3	3.7326480E-3	102.76229E-12	-581.13551E-3	320.57244E-6	-2.3720594E-12	14.563458E-15
767.49995E-12	2.5974427E-12	600.00002E-3	-1.7803208E-3	103.28075E-12	-582.33249E-3	264.72154E-6	-2.3643568E-12	8.3026923E-15
764.99995E-12	2.5838966E-12	600.00002E-3	5.8007864E-3	103.00880E-12	-560.70781E-3	301.03792E-6	-2.3560004E-12	7.1410883E-15
762.49995E-12	2.5893623E-12	600.00002E-3	-1.4809086E-3	102.93699E-12	-570.70702E-3	306.09651E-6	-2.3549064E-12	34.822568E-15
759.99995E-12	2.5911575E-12	600.00002E-3	342.82394E-6	102.68631E-12	-566.49154E-3	341.98270E-6	-2.3743160E-12	20.086732E-15
757.49995E-12	2.5898561E-12	600.00002E-3	-122.30797E-6	102.89501E-12	-560.65190E-3	301.53772E-6	-2.3643997E-12	6.8504548E-15
754.99995E-12	2.5844190E-12	600.00002E-3	1.7711651E-3	103.07109E-12	-581.63333E-3	280.76879E-6	-2.3560119E-12	5.8097948E-15
752.49995E-12	2.5849164E-12	600.00002E-3	-702.28177E-6	103.12497E-12	-594.13129E-3	292.33369E-6	-2.3465620E-12	9.1759918E-15
749.99995E-12	2.5784214E-12	600.00002E-3	-2.3121198E-3	103.03165E-12	-620.05711E-3	306.73511E-6	-2.3498313E-12	18.912909E-15
747.49995E-12	2.5756619E-12	600.00002E-3	-767.50730E-6	102.80162E-12	-600.07435E-3	299.99315E-6	-2.3585253E-12	19.186621E-15
744.99995E-12	2.5785489E-12	600.00002E-3	2.0735473E-3	102.83807E-12	-569.12774E-3	295.35964E-6	-2.3689241E-12	24.053433E-15
742.49995E-12	2.5785910E-12	600.00002E-3	442.11454E-6	102.98164E-12	-580.23107E-3	279.92771E-6	-2.3712688E-12	23.235732E-15
739.99995E-12	2.5703443E-12	600.00002E-3	-887.13138E-6	103.11391E-12	-575.27292E-3	286.73562E-6	-2.3703101E-12	4.8801786E-15
737.49995E-12	2.5775200E-12	600.00002E-3	-2.7654432E-3	103.09065E-12	-593.91797E-3	274.46265E-6	-2.3720602E-12	268.49751E-18
734.99995E-12	2.5750235E-12	600.00002E-3	-4.5762951E-3	103.13411E-12	-605.23719E-3	278.22220E-6	-2.3582442E-12	14.787327E-15
732.49995E-12	2.5745402E-12	600.00002E-3	874.92145E-6	103.09049E-12	-600.08520E-3	295.50033E-6	-2.3682866E-12	14.177314E-15
729.99995E-12	2.5701229E-12	600.00002E-3	6.9541647E-3	102.85228E-12	-547.87058E-3	294.30527E-6	-2.3401691E-12	9.6799959E-15
727.49995E-12	2.5646972E-12	600.00002E-3	-1.5539523E-3	103.07043E-12	-593.67675E-3	277.70601E-6	-2.3533803E-12	22.052320E-15
724.99995E-12	2.5637305E-12	600.00002E-3	2.9073956E-3	102.70292E-12	-596.84753E-3	302.53670E-6	-2.3501912E-12	15.969392E-15
722.49995E-12	2.5618490E-12	600.00002E-3	-1.1646540E-3	103.16634E-12	-612.50758E-3	276.41354E-6	-2.3558824E-12	20.984028E-15
719.99995E-12	2.5650753E-12	600.00002E-3	7.1119610E-3	102.68062E-12	-553.09516E-3	326.92723E-6	-2.3665174E-12	-700.99361E-18
717.49995E-12	2.5523227E-12	600.00002E-3	-5.5606882E-3	103.00166E-12	-586.87842E-3	294.91127E-6	-2.3689976E-12	5.0001024E-15
714.99995E-12	2.5542999E-12	600.00002E-3	-4.3004039E-3	102.89981E-12	-637.94732E-3	301.14333E-6	-2.3667314E-12	11.539278E-15
712.49995E-12	2.5592226E-12	600.00002E-3	-1.3215652E-3	103.01542E-12	-594.42019E-3	273.33756E-6	-2.3692276E-12	20.681915E-15
709.99995E-12	2.5523390E-12	600.00002E-3	-5.7402607E-3	103.06888E-12	-621.68062E-3	298.13766E-6	-2.3710101E-12	7.3925783E-15
707.49995E-12	2.5499605E-12	600.00002E-3	3.7199799E-3	102.82347E-12	-585.15179E-3	323.47799E-6	-2.3676558E-12	4.8462567E-15
704.99995E-12	2.5518121E-12	600.00002E-3	1.7377886E-3	102.98926E-12	-595.31718E-3	292.49780E-6	-2.3712614E-12	20.214999E-15
702.49995E-12	2.5477090E-12	600.00002E-3	-3.4722034E-3	102.78334E-12	-614.53712E-3	326.83156E-6	-2.3727110E-12	15.820078E-15
699.99995E-12	2.5434941E-12	600.00002E-3	1.7223887E-3	103.08159E-12	-609.34764E-3	291.36872E-6	-2.3579569E-12	12.726440E-15
697.49995E-12	2.5420256E-12	600.00002E-3	-409.90030E-6	102.89772E-12	-600.06052E-3	303.32047E-6	-2.3584906E-12	30.939722E-15
694.99995E-12	2.5373204E-12	600.00002E-3	721.51603E-6	102.93968E-12	-599.11287E-3	287.48700E-6	-2.3697678E-12	8.6678728E-15
692.49995E-12	2.5378723E-12	600.00002E-3	4.1542985E-3	103.00511E-12	-588.72485E-3	292.22987E-6	-2.3427475E-12	-19.187048E-15
689.99995E-12	2.5406040E-12	600.00002E-3	2.1280984E-3	102.75270E-12	-571.34110E-3	312.07607E-6	-2.3653913E-12	19.715098E-15
687.49995E-12	2.5333982E-12	600.00002E-3	-5.4925755E-3	103.01621E-12	-627.06923E-3	301.85169E-6	-2.3747013E-12	29.793317E-15
684.99995E-12	2.5329877E-12	600.00002E-3	-2.3273274E-3	103.03591E-12	-622.22534E-3	281.14297E-6	-2.3581196E-12	17.453593E-15
682.49995E-12	2.5330239E-12	600.00002E-3	3.0755599E-3	102.89974E-12	-584.68235E-3	303.13205E-6	-2.3708477E-12	8.6457949E-15
679.99995E-12	2.5339227E-12	600.00002E-3	-2.1231459E-3	102.85237E-12	-612.78117E-3	299.34992E-6	-2.3573166E-12	12.100658E-15
677.49995E-12	2.5262255E-12	600.00002E-3	2.1919673E-3	102.91078E-12	-612.20384E-3	299.72068E-6	-2.3471301E-12	2.7720860E-15
674.99994E-12	2.5264448E-12	600.00002E-3	-1.8478938E-3	102.76025E-12	-611.47684E-3	311.39745E-6	-2.3567908E-12	21.469563E-15
672.49994E-12	2.5294567E-12	600.00002E-3	2.8213155E-3	103.21571E-12	-593.94526E-3	278.53044E-6	-2.3720928E-12	33.152470E-15
669.99994E-12	2.5238639E-12	600.00002E-3	-8.2024634E-3	103.02351E-12	-652.37463E-3	297.08928E-6	-2.3652922E-12	19.630763E-15
667.49994E-12	2.5243611E-12	600.00002E-3	-721.82989E-6	102.98561E-12	-612.54799E-3	295.04759E-6	-2.3729029E-12	4.0408698E-15
664.99994E-12	2.5206673E-12	600.00002E-3	-2.9340512E-3	102.95609E-12	-638.83889E-3	295.95941E-6	-2.3623646E-12	14.809040E-15
662.49994E-12	2.5232824E-12	600.00002E-3	117.45414E-6	102.96128E-12	-618.50142E-3	292.33078E-6	-2.3691821E-12	18.040108E-15
659.99994E-12	2.5193589E-12	600.00002E-3	-4.1914666E-3	103.22234E-12	-609.34669E-3	274.42657E-6	-2.3608611E-12	12.021417E-15
657.49994E-12	2.5153412E-12	600.00002E-3	-5.0886329E-3	102.88889E-12	-653.96923E-3	292.32012E-6	-2.3649299E-12	8.3890499E-15
654.99994E-12	2.5137939E-12	600.00002E-3	5.7780421E-3	102.82224E-12	-597.51427E-3	321.77655E-6	-2.3688055E-12	25.773652E-15
652.49994E-12	2.5165777E-12	600.00002E-3	-788.81392E-6	102.89464E-12	-618.86197E-3	305.15276E-6	-2.3517076E-12	27.544312E-15
649.99994E-12	2.5171011E-12	600.00002E-3	2.4384197E-3	102.89779E-12	-609.90155E-3	297.51533E-6	-2.3595498E-12	22.768651E-15
647.49994E-12	2.5092545E-12	600.00002E-3	1.8297103E-3	103.03138E-12	-596.83889E-3	293.13704E-6	-2.3819028E-12	22.958349E-15
644.99994E-12	2.5113091E-12	600.00002E-3	-6.4341081E-3	103.04645E-12	-622.90573E-3	297.35357E-6	-2.3506056E-12	9.9903911E-15
642.49994E-12	2.5136371E-12	600.00002E-3	9.2051841E-6	102.96018E-12	-607.38361E-3	318.35298E-6	-2.3586009E-12	16.342833E-15
639.99994E-12	2.5123198E-12	600.00002E-3	-2.0958022E-3	103.00053E-12	-617.33156E-3	294.47119E-6	-2.3707594E-12	37.605566E-15
637.49994E-12	2.5042492E-12	600.00002E-3	2.5342740E-3	102.89200E-12	-611.74679E-3	300.28081E-6	-2.3749375E-12	-343.14697E-18
634.99994E-12	2.5109340E-12	600.00002E-3	-992.57519E-6	103.10576E-12	-609.45016E-3	290.35576E-6	-2.3627313E-12	16.617316E-15
632.49994E-12	2.5077006E-12	600.00002E-3	1.5173004E-3	102.98377E-12	-607.19407E-3	291.01866E-6	-2.3613722E-12	1.8024569E-15
629.99994E-12	2.5010716E-12	600.00002E-3	-2.6675488E-3	102.86753E-12	-623.09855E-3	313.84738E-6	-2.3652931E-12	44.088048E-15
627.49994E-12	2.5045005E-12	600.00002E-3	1.0683298E-3	103.10305E-12	-622.45482E-3	291.44128E-6	-2.3445946E-12	15.925261E-15
624.99994E-12	2.5053117E-12	600.00002E-3	-4.6838834E-3	103.04645E-12	-624.78620E-3	284.03741E-6	-2.3619980E-12	24.273372E-15
622.49994E-12	2.5001394E-12	600.00002E-3	-2.0226673E-3	102.96230E-12	-628.72678E-3	290.65160E-6	-2.3819863E-12	27.906664E-15
619.99994E-12	2.4974751E-12	600.00002E-3	-1.5707435E-3	102.80302E-12	-647.86994E-3	322.39192E-6	-2.3755060E-12	7.4280741E-15
617.49994E-12	2.5038593E-12	600.00002E-3	4.1775354E-3	102.84314E-12	-622.75863E-3	312.58512E-6	-2.3739402E-12	11.471841E-15
614.99994E-12	2.4939317E-12	600.00002E-3	208.29095E-6	102.91062E-12	-608.67739E-3	296.41279E-6	-2.3279625E-12	23.765154E-15
612.49994E-12	2.4945558E-12	600.00002E-3	876.25143E-6	103.15009E-12	-637.43055E-3	288.19131E-6	-2.3542613E-12	22.901477E-15
609.99994E-12	2.4971793E-12	600.00002E-3	1.6387975E-3	103.20324E-12	-621.30392E-3	279.97798E-6	-2.3725804E-12	20.381307E-15
607.49994E-12	2.4927348E-12	600.00002E-3	-1.8278783E-3	102.81606E-12	-624.20678E-3	309.27421E-6	-2.3710658E-12	20.459610E-15
604.99994E-12	2.4906667E-12	600.00002E-3	-187.77227E-6	102.92869E-12	-637.44497E-3	309.14418E-6	-2.3651144E-12	29.620725E-15
602.49994E-12	2.4945248E-12	600.00002E-3	2.8662609E-3	103.01961E-12	-625.83482E-3	296.63506E-6	-2.3691030E-12	30.132936E-15
599.99994E-12	2.4884734E-12	600.00002E-3	646.10608E-6	102.81338E-12	-625.43499E-3	300.65668E-6	-2.3814008E-12	23.387620E-15
597.49994E-12	2.4858013E-12	600.00002E-3	981.71597E-6	102.93101E-12	-627.51389E-3	292.45418E-6	-2.3500275E-12	13.619393E-15
594.99994E-12	2.4859669E-12	600.00002E-3	-1.1213985E-3	102.98468E-12	-635.18572E-3	289.92485E-6	-2.3622885E-12	22.147408E-15
592.49994E-12	2.4879035E-12	600.00002E-3	4.1520717E-3	102.94856E-12	-655.70456E-3	317.67786E-6	-2.3528462E-12	24.155342E-15
589.99994E-12	2.4869098E-12	600.00002E-3	1.8051865E-3	102.82663E-12	-638.49622E-3	330.06282E-6	-2.3680662E-12	8.8964455E-15
587.49994E-12	2.4903233E-12	600.00002E-3	1.3491850E-3	103.10948E-12	-667.80961E-3	298.79503E-6	-2.3768305E-12	10.577918E-15
584.99994E-12	2.4883164E-12	600.00002E-3	-3.0919765E-3	102.85541E-12	-670.20422E-3	301.27965E-6	-2.3592630E-12	26.338234E-15
582.49994E-12	2.4854361E-12	600.00002E-3	1.1750429E-3	102.92379E-12	-664.62982E-3	288.51492E-6	-2.3683226E-12	21.498794E-15
579.99994E-12	2.4880356E-12	600.00002E-3	7.0790243E-3	103.10684E-12	-647.04585E-3	278.53847E-6	-2.3618670E-12	18.925322E-15
577.49994E-12	2.4783621E-12	600.00002E-3	-1.7007559E-3	102.85368E-12	-663.66535E-3	299.94530E-6	-2.3585582E-12	2.9897063E-15
574.99994E-12	2.4748801E-12	600.00002E-3	104.04330E-6	103.13243E-12	-682.97857E-3	269.18598E-6	-2.3550038E-12	26.128979E-15
572.49994E-12	2.4785111E-12	600.00002E-3	-5.1140576E-3	103.00481E-12	-662.80878E-3	289.45788E-6	-2.3732364E-12	6.0009447E-15
